text_procesado,label
"highlight terrific performance christopher plummer , prime villain , nathan lane vincent crummles , eccentric theater company manager .",1
[ howard ] good leon barlow . . . hardly seems acting .,1
"uplifting , near-masterpiece .",1
"superior genre storytelling , get skin simply crossing nuclear line .",1
"taking entertainment tonight subject matter giving humor poignancy , auto focus becomes gut-bustingly funny crushingly depressing .",1
's bittersweet lyrical mix element .,1
"subversive , meditative , clinical poetic , piano teacher daring work genius .",1
weakest four harry potter book transformed stronger two film thinnest margin .,1
"gross-out gag colorful set piece . . . course stultifyingly contrived stylized half . still , get job done -- sleepy afternoon rental .",1
"declares director , zhang yang shower , boldly experimental , contemporary stylist bright future .",1
"smith 's approach never tease , except gently way make u consider eccentricity expressed home .",1
"full profound , real-life moment anyone relate , deserves wide audience .",1
"movie touch heart child adult , well bring audience edge seat .",1
"leave rohmer , 82 , find way bend current technique service vision past faithful architectural glory commanding open space city two century ago .",1
"fine acting sense connecting dot , dot .",1
extraordinary swedish film soul adventure marriage -- kind intimate character-driven film bille august best .,1
"blessed gift film geek historian . '70 's idea good time movie , make happy .",1
took 19 predecessor get ?,1
"thoughtful , even stinging time , lot fun .",1
"one haunting , viciously honest coming-of-age film recent memory .",1
"wwii drama well plotted , visually striking filled enjoyably complex character never first appear .",1
"'s pleasure see seinfeld griping biz buddy chris rock , garry shandling colin quinn .",1
"love motown music , 'll love documentary .",1
"time , [ sade ] unsettlingly familiar figure -- turn loyal deceitful , responsible reckless , idealistically selfless coldly self-interested .",1
"human resource good , straightforward tale , time better . 's haunting . 's like poem .",1
"film 's credit , acting fresh unselfconscious , munch marvel reality versus sappy sentiment .",1
"chicago , many way , admirable achievement .",1
"shainberg weave carefully balanced scenario controlled neither character , weirdly sympathetic manages tender darkly comic .",1
"even foreign director . . . borrow stuff hollywood , invariably shake formula make interesting .",1
cockamamie tone poem pitched precipitously swoony lyricism violent catastrophe . . . aggressively nerve-wracking screamingly neurotic romantic comedy cinema history .,1
"sturdy , entertaining period drama . . . caine fraser moment .",1
"whether [ binoche magimel ] charming angst-ridden , easily fill scene , fine judge , never overcook hysteria .",1
"spunky , original take theme resonate single many age .",1
's glorious groove leaf wanting .,1
majidi get uniformly engaging performance largely amateur cast .,1
. . . well-observed disturbing little movie,1
fan nijinsky savor every minute cox 's work .,1
"everything loved 1982 still , everybody want kid , show kid .",1
jagger actor someone want see .,1
warm exotic .,1
escapism purest form .,1
"kind attentive concern hoffman brings character , giving private lesson , time first public recital .",1
comic gem serious sparkle .,1
u . . audience may find [ attal gainsbourg 's ] unfamiliar persona give film intimate quaint reality little closer human nature hollywood typically concocts .,1
`` cremaster 3 `` come warning `` serious film buff ! ``,1
", director jackson strike rewarding balance emotion human scale action/effects spectacular scale .",1
loving little film considerable appeal .,1
"although 's bit smug repetitive , documentary engages brain way current film .",1
flawed worthy look life u . . relocation camp .,1
's lovely film lovely performance buy accorsi .,1
"one go unindicted , probably best . 're nearly moved tear couple scene , 've got ice water vein .",1
"warm , funny , engaging film .",1
"us sharp humor insight human nature examine class conflict , adolescent yearning , root friendship sexual identity .",1
"half submarine flick , half ghost story , one criminally neglected film",1
"entertains providing good , lively company .",1
"dazzle fully-written character , determined stylishness ( always relates character story ) johnny dankworth 's best soundtrack year .",1
"visually imaginative , thematically instructive thoroughly delightful , take u roller-coaster ride innocence experience without even hint typical kiddie-flick sentimentality .",1
"nothing 's stake , twisty double-cross smell mile away -- still , derivative nine queen lot fun .",1
"unlike speedy wham-bam effect hollywood offering , character development -- importantly , character empathy -- heart italian beginner .",1
"'ll gasp appalled laugh outraged possibly , watching spectacle promising young lad treading desperately nasty sea , shed errant tear .",1
"band 's courage face official repression inspiring , especially aging hippy ( one included ) .",1
"although german cooking come readily mind considering world 's best cuisine , mostly martha could make deutchland popular destination hungry tourist .",1
beguiling splash pastel color prankish comedy disney .,1
"surreal dream detailed photograph , visually dexterous time imaginatively overwhelming .",1
"[ lawrence bounce ] stage , dancing , running , sweating , mopping face generally displaying wacky talent brought fame first place .",1
film serf valuable time capsule remind u devastating horror suffered entire people .,1
"'s surprising full frontal despite overt self-awareness , part movie still manage break past artifice thoroughly engage .",1
"whether like rap music loathe , ca n't deny either tragic loss two young men prime talent power movie .",1
". . . otherwise intense , twist-and-turn thriller certainly n't hurt talented young gaghan 's resume .",1
"provides grand , intelligent entertainment superior cast playing smart people amid compelling plot .",1
charming funny ( ultimately silly ) movie .,1
"'s . . . tremendous energy cast , sense playfulness excitement seems appropriate .",1
"move quickly , adroitly , without fuss ; n't give time reflect inanity -- cold war datedness -- premise .",1
deep meaningful film .,1
film 's welcome breeziness unbelievably hilarious moment -- portraying idiocy film industry -- make mostly worth trip .,1
's remarkably solid subtly satirical tour de force .,1
enormously entertaining moviegoer age .,1
"poignant , artfully crafted meditation mortality .",1
rarity among recent iranian film : 's comedy full gentle humor chides absurdity protagonist 's plight .,1
